Parcours,DÇpart,ArrivÇe,Nombre de voyages,Poids de voyages,Nombre d'abonnements
MARSEILLAN PLAGE - MONTPELLIER SAINT-ROCH,MARSEILLAN PLAGE,MONTPELLIER SAINT-ROCH,11,"0,000128902221805569",0
MONTAUDRAN - NARBONNE,MONTAUDRAN,NARBONNE,11,"0,000128902221805569",0
MURET - PAU,MURET,PAU,11,"0,000128902221805569",0
AGDE - BEAUCAIRE,AGDE,BEAUCAIRE,10,"0,000117183838005062",0
AGDE - COLLIOURE,AGDE,COLLIOURE,10,"0,000117183838005062",0
ARGELES SUR MER - LUNEL,ARGELES SUR MER,LUNEL,10,"0,000117183838005062",0
ARGELES SUR MER - PORT LA NOUVELLE,ARGELES SUR MER,PORT LA NOUVELLE,10,"0,000117183838005062",0
AUCH - BRAX - LêGUEVIN,AUCH,BRAX,10,"0,000117183838005062",0
BANYULS SUR MER - ESCALQUENS,BANYULS SUR MER,ESCALQUENS,10,"0,000117183838005062",0
BANYULS SUR MER - LEUCATE LA FRANQUI,BANYULS SUR MER,LEUCATE LA FRANQUI,10,"0,000117183838005062",0
BAZIEGE - NARBONNE,BAZIEGE,NARBONNE,10,"0,000117183838005062",0
BOUSSENS - CAZ‘RES,BOUSSENS,CAZ‘RES,10,"0,000117183838005062",0
BRAM - PERPIGNAN,BRAM,PERPIGNAN,10,"0,000117183838005062",0
CAPDENAC - GAILLAC,CAPDENAC,GAILLAC,10,"0,000117183838005062",0
CAPDENAC - VILLEFRANCHE DE ROUERGUE,CAPDENAC,VILLEFRANCHE DE ROUERGUE,10,"0,000117183838005062",0
CARBONNE - CAZ‘RES,CARBONNE,CAZ‘RES,10,"0,000117183838005062",0
CAZ‘RES - LANNEMEZAN,CAZ‘RES,LANNEMEZAN,10,"0,000117183838005062",0
COLLIOURE - PORT LA NOUVELLE,COLLIOURE,PORT LA NOUVELLE,10,"0,000117183838005062",0
ELNE - NIMES,ELNE,NIMES,10,"0,000117183838005062",0
FONT ROMEU ODEILLO VIA - MONT LOUIS LA CABANASSE,FONT ROMEU ODEILLO VIA,MONT LOUIS LA CABANASSE,10,"0,000117183838005062",0
LUNEL - PORT LA NOUVELLE,LUNEL,PORT LA NOUVELLE,10,"0,000117183838005062",0
LUZENAC GARANOU - TARASCON SUR ARIEGE,LUZENAC GARANOU,TARASCON SUR ARIEGE,10,"0,000117183838005062",0
MARTRES TOLOSANE - PORTET SAINT-SIMON,MARTRES TOLOSANE,PORTET SAINT-SIMON,10,"0,000117183838005062",0
MONTAUDRAN - PERPIGNAN,MONTAUDRAN,PERPIGNAN,10,"0,000117183838005062",0
MONTPELLIER SAINT-ROCH - VIAS,MONTPELLIER SAINT-ROCH,VIAS,10,"0,000117183838005062",0
NIMES - PORT LA NOUVELLE,NIMES,PORT LA NOUVELLE,10,"0,000117183838005062",0
PINS JUSTARET - SAVERDUN,PINS JUSTARET,SAVERDUN,10,"0,000117183838005062",0
PORTE PUYMORENS - SAINT-AGNE,PORTE PUYMORENS,SAINT-AGNE,10,"0,000117183838005062",0
RIVESALTES - SETE,RIVESALTES,SETE,10,"0,000117183838005062",0
RODEZ - VIVIEZ DECAZEVILLE,RODEZ,VIVIEZ DECAZEVILLE,10,"0,000117183838005062",0
TESSONNIERES - TOULOUSE MATABIAU,TESSONNIERES,TOULOUSE MATABIAU,10,"0,000117183838005062",0
AGDE - CARCASSONNE,AGDE,CARCASSONNE,9,"0,000105465454204556",0
ARGELES SUR MER - CERBERE,ARGELES SUR MER,CERBERE,9,"0,000105465454204556",0
ARGELES SUR MER - SETE,ARGELES SUR MER,SETE,9,"0,000105465454204556",0
AUBIET - SAINT-CYPRIEN AR‘NES,AUBIET,SAINT-CYPRIEN AR‘NES,9,"0,000105465454204556",0
AX LES THERMES - PORTET SAINT-SIMON,AX LES THERMES,PORTET SAINT-SIMON,9,"0,000105465454204556",0
BOUSSENS - MARTRES TOLOSANE,BOUSSENS,MARTRES TOLOSANE,9,"0,000105465454204556",0
BRIVE LA GAILLARDE - ST CHRISTOPHE,BRIVE LA GAILLARDE,ST CHRISTOPHE,9,"0,000105465454204556",0
CARCASSONNE - MONTAUDRAN,CARCASSONNE,MONTAUDRAN,9,"0,000105465454204556",0
CASTELNAUDARY - LEUCATE LA FRANQUI,CASTELNAUDARY,LEUCATE LA FRANQUI,9,"0,000105465454204556",0
CASTELNAUDARY - LêZIGNAN (AUDE),CASTELNAUDARY,LêZIGNAN (AUDE),9,"0,000105465454204556",0
CASTRES - MONTASTRUC LA CONSEILLERE,CASTRES,MONTASTRUC LA CONSEILLERE,9,"0,000105465454204556",0
CHASSERADES - NIMES,CHASSERADES,NIMES,9,"0,000105465454204556",0
COLOMIERS - L'ISLE JOURDAIN,COLOMIERS,L'ISLE JOURDAIN,9,"0,000105465454204556",0
COLOMIERS LYCEE INTERNATIONAL - SAINT-AGNE,COLOMIERS LYCEE INTERNATIONAL,SAINT-AGNE,9,"0,000105465454204556",0
ESCALQUENS - NARBONNE,ESCALQUENS,NARBONNE,9,"0,000105465454204556",0
FONT ROMEU ODEILLO VIA - FONTPEDROUSE ST THOMAS L BAINS,FONT ROMEU ODEILLO VIA,FONTPEDROUSE ST THOMAS L BAINS,9,"0,000105465454204556",0
GAILLAC - GRAGNAGUE,GAILLAC,GRAGNAGUE,9,"0,000105465454204556",0
LATOUR DE CAROL ENVEITG - PAMIERS,LATOUR DE CAROL ENVEITG,PAMIERS,9,"0,000105465454204556",0
LES CAUQUILLOUS - TOULOUSE MATABIAU,LES CAUQUILLOUS,TOULOUSE MATABIAU,9,"0,000105465454204556",0
L'ISLE JOURDAIN - PIBRAC,L'ISLE JOURDAIN,PIBRAC,9,"0,000105465454204556",0
LUNEL - PORT BOU FRONTIERE,LUNEL,PORT BOU FRONTIERE,9,"0,000105465454204556",0
MARTRES TOLOSANE - SAINT-AGNE,MARTRES TOLOSANE,SAINT-AGNE,9,"0,000105465454204556",0
MURET - PORTET SAINT-SIMON,MURET,PORTET SAINT-SIMON,9,"0,000105465454204556",0
PERPIGNAN - VERG‘ZE - CODOGNAN,PERPIGNAN,VERG‘ZE,9,"0,000105465454204556",0
PERPIGNAN - VILLEFRANCHE DE LAURAGAIS,PERPIGNAN,VILLEFRANCHE DE LAURAGAIS,9,"0,000105465454204556",0
PORT BOU FRONTIERE - PORT LA NOUVELLE,PORT BOU FRONTIERE,PORT LA NOUVELLE,9,"0,000105465454204556",0
PORT BOU FRONTIERE - PORT VENDRES VILLE,PORT BOU FRONTIERE,PORT VENDRES VILLE,9,"0,000105465454204556",0
PORT LA NOUVELLE - SETE,PORT LA NOUVELLE,SETE,9,"0,000105465454204556",0
SAINT-AGNE - VERNET-D'ARIEGE,SAINT-AGNE,VERNET-D'ARIEGE,9,"0,000105465454204556",0
AGDE - FRONTIGNAN,AGDE,FRONTIGNAN,8,"9,37470704040499E-05",0
AGDE - TARASCON,AGDE,TARASCON,8,"9,37470704040499E-05",0
ALBI - BARAQUEVILLE CARCENAC PEYRALES,ALBI,BARAQUEVILLE CARCENAC PEYRALES,8,"9,37470704040499E-05",0
ALBI - NAUCELLE,ALBI,NAUCELLE,8,"9,37470704040499E-05",0
ALES - SAINT-GENI‘S-DE-MALGOIR‘S,ALES,SAINT-GENI‘S-DE-MALGOIR‘S,8,"9,37470704040499E-05",0
ARGELES SUR MER - FRONTIGNAN,ARGELES SUR MER,FRONTIGNAN,8,"9,37470704040499E-05",0
ASSIER - RODEZ,ASSIER,RODEZ,8,"9,37470704040499E-05",0
AUCH - GALLIENI CANCêROP‚LE,AUCH,GALLIENI CANCêROP‚LE,8,"9,37470704040499E-05",0
AVIGNON CENTRE - PORT LA NOUVELLE,AVIGNON CENTRE,PORT LA NOUVELLE,8,"9,37470704040499E-05",0
AVIGNON CENTRE - RIVESALTES,AVIGNON CENTRE,RIVESALTES,8,"9,37470704040499E-05",0
BAILLARGUES - PORT BOU FRONTIERE,BAILLARGUES,PORT BOU FRONTIERE,8,"9,37470704040499E-05",0
BAZIEGE - LEUCATE LA FRANQUI,BAZIEGE,LEUCATE LA FRANQUI,8,"9,37470704040499E-05",0
CAHORS - MONTBARTIER,CAHORS,MONTBARTIER,8,"9,37470704040499E-05",0
CARBONNE - MARTRES TOLOSANE,CARBONNE,MARTRES TOLOSANE,8,"9,37470704040499E-05",0
CARBONNE - SAINT-GAUDENS,CARBONNE,SAINT-GAUDENS,8,"9,37470704040499E-05",0
CARCASSONNE - NIMES,CARCASSONNE,NIMES,8,"9,37470704040499E-05",0
CARCASSONNE - PORT VENDRES VILLE,CARCASSONNE,PORT VENDRES VILLE,8,"9,37470704040499E-05",0
CARCASSONNE - SETE,CARCASSONNE,SETE,8,"9,37470704040499E-05",0
CARMAUX - RABASTENS - COUFOULEUX,CARMAUX,RABASTENS,8,"9,37470704040499E-05",0
CAZ‘RES - MARTRES TOLOSANE,CAZ‘RES,MARTRES TOLOSANE,8,"9,37470704040499E-05",0
CAZ‘RES - SAINT-GAUDENS,CAZ‘RES,SAINT-GAUDENS,8,"9,37470704040499E-05",0
CERBERE - COLLIOURE,CERBERE,COLLIOURE,8,"9,37470704040499E-05",0
COLLIOURE - LABEGE INNOPOLE,COLLIOURE,LABEGE INNOPOLE,8,"9,37470704040499E-05",0
COLOMIERS - GIMONT CAHUZAC,COLOMIERS,GIMONT CAHUZAC,8,"9,37470704040499E-05",0
FOIX - VERNET-D'ARIEGE,FOIX,VERNET-D'ARIEGE,8,"9,37470704040499E-05",0
GAILLAC - LISLE SUR TARN,GAILLAC,LISLE SUR TARN,8,"9,37470704040499E-05",0
LABEGE INNOPOLE - PORT LA NOUVELLE,LABEGE INNOPOLE,PORT LA NOUVELLE,8,"9,37470704040499E-05",0
LANNEMEZAN - SAINT-GAUDENS,LANNEMEZAN,SAINT-GAUDENS,8,"9,37470704040499E-05",0
LEUCATE LA FRANQUI - PORT LA NOUVELLE,LEUCATE LA FRANQUI,PORT LA NOUVELLE,8,"9,37470704040499E-05",0
LEUCATE LA FRANQUI - SALSES,LEUCATE LA FRANQUI,SALSES,8,"9,37470704040499E-05",0
LISLE SUR TARN - SAINT-SULPICE,LISLE SUR TARN,SAINT-SULPICE,8,"9,37470704040499E-05",0
LISLE SUR TARN - VILLEFRANCHE DE ROUERGUE,LISLE SUR TARN,VILLEFRANCHE DE ROUERGUE,8,"9,37470704040499E-05",0
LUC PRIMAUBE - RODEZ,LUC PRIMAUBE,RODEZ,8,"9,37470704040499E-05",0
MONT LOUIS LA CABANASSE - SAILLAGOUSE,MONT LOUIS LA CABANASSE,SAILLAGOUSE,8,"9,37470704040499E-05",0
MONTAUDRAN - PORT LA NOUVELLE,MONTAUDRAN,PORT LA NOUVELLE,8,"9,37470704040499E-05",0
OSSEJA - SAILLAGOUSE,OSSEJA,SAILLAGOUSE,8,"9,37470704040499E-05",0
PAMIERS - PINS JUSTARET,PAMIERS,PINS JUSTARET,8,"9,37470704040499E-05",0
PORT VENDRES VILLE - VILLEFRANCHE DE LAURAGAIS,PORT VENDRES VILLE,VILLEFRANCHE DE LAURAGAIS,8,"9,37470704040499E-05",0
PORTET SAINT-SIMON - VENERQUE - LE VERNET,PORTET SAINT-SIMON,VENERQUE,8,"9,37470704040499E-05",0
SALSES - VERG‘ZE - CODOGNAN,SALSES,VERG‘ZE,8,"9,37470704040499E-05",0
TOULOUSE MATABIAU - VILLENOUVELLE,TOULOUSE MATABIAU,VILLENOUVELLE,8,"9,37470704040499E-05",0
AVIGNON CENTRE - CERBERE,AVIGNON CENTRE,CERBERE,7,"8,20286866035436E-05",0
BAGNOLS SUR CEZE - PONT SAINT ESPRIT,BAGNOLS SUR CEZE,PONT SAINT ESPRIT,7,"8,20286866035436E-05",0
BAILLARGUES - VIC - MIREVAL,BAILLARGUES,VIC,7,"8,20286866035436E-05",0
BANYULS SUR MER - CARCASSONNE,BANYULS SUR MER,CARCASSONNE,7,"8,20286866035436E-05",0
BAZIEGE - CARCASSONNE,BAZIEGE,CARCASSONNE,7,"8,20286866035436E-05",0
BAZIEGE - LABEGE INNOPOLE,BAZIEGE,LABEGE INNOPOLE,7,"8,20286866035436E-05",0
BEAUCAIRE - BEZIERS,BEAUCAIRE,BEZIERS,7,"8,20286866035436E-05",0
BEZIERS - LEUCATE LA FRANQUI,BEZIERS,LEUCATE LA FRANQUI,7,"8,20286866035436E-05",0
BEZIERS - LêZIGNAN (AUDE),BEZIERS,LêZIGNAN (AUDE),7,"8,20286866035436E-05",0
BOUSSENS - MONTRêJEAU - GOURDAN-POLIGNAN,BOUSSENS,MONTRêJEAU,7,"8,20286866035436E-05",0
CAPDENAC - FIGEAC,CAPDENAC,FIGEAC,7,"8,20286866035436E-05",0
CARBONNE - PORTET SAINT-SIMON,CARBONNE,PORTET SAINT-SIMON,7,"8,20286866035436E-05",0
CAUSSADE - SAINT-JORY,CAUSSADE,SAINT-JORY,7,"8,20286866035436E-05",0
CERBERE - PORT BOU FRONTIERE,CERBERE,PORT BOU FRONTIERE,7,"8,20286866035436E-05",0
COARRAZE - NAY - TARBES,COARRAZE,NAY,7,"8,20286866035436E-05",0
COLLIOURE - SETE,COLLIOURE,SETE,7,"8,20286866035436E-05",0
ELNE - PORT LA NOUVELLE,ELNE,PORT LA NOUVELLE,7,"8,20286866035436E-05",0
ELNE - RIVESALTES,ELNE,RIVESALTES,7,"8,20286866035436E-05",0
ESCALQUENS - LEUCATE LA FRANQUI,ESCALQUENS,LEUCATE LA FRANQUI,7,"8,20286866035436E-05",0
FRONTIGNAN - NIMES PONT DU GARD,FRONTIGNAN,NIMES PONT DU GARD,7,"8,20286866035436E-05",0
LABRUGUIERE - SAINT-SULPICE,LABRUGUIERE,SAINT-SULPICE,7,"8,20286866035436E-05",0
LANNEMEZAN - LOURDES,LANNEMEZAN,LOURDES,7,"8,20286866035436E-05",0
LATOUR DE CAROL ENVEITG - PORTET SAINT-SIMON,LATOUR DE CAROL ENVEITG,PORTET SAINT-SIMON,7,"8,20286866035436E-05",0
LES RAMASSIERS - SAINT-CYPRIEN AR‘NES,LES RAMASSIERS,SAINT-CYPRIEN AR‘NES,7,"8,20286866035436E-05",0
MENDE - VILLEFORT,MENDE,VILLEFORT,7,"8,20286866035436E-05",0
MERENVIELLE - SAINT-CYPRIEN AR‘NES,MERENVIELLE,SAINT-CYPRIEN AR‘NES,7,"8,20286866035436E-05",0
MOISSAC - VALENCE D'AGEN,MOISSAC,VALENCE D'AGEN,7,"8,20286866035436E-05",0
NIMES - SALSES,NIMES,SALSES,7,"8,20286866035436E-05",0
SAINT-CYPRIEN AR‘NES - SAINT-MARTIN DU TOUCH,SAINT-CYPRIEN AR‘NES,SAINT-MARTIN DU TOUCH,7,"8,20286866035436E-05",0
SAINT-GAUDENS - TOURNAY,SAINT-GAUDENS,TOURNAY,7,"8,20286866035436E-05",0
TANUS - TOULOUSE MATABIAU,TANUS,TOULOUSE MATABIAU,7,"8,20286866035436E-05",0
ALBI - LUC PRIMAUBE,ALBI,LUC PRIMAUBE,6,"7,03103028030374E-05",0
ALBIAS - MONTAUBAN,ALBIAS,MONTAUBAN,6,"7,03103028030374E-05",0
ALES - CHAMBORIGAUD,ALES,CHAMBORIGAUD,6,"7,03103028030374E-05",0
ARGELES SUR MER - RIVESALTES,ARGELES SUR MER,RIVESALTES,6,"7,03103028030374E-05",0
AUBIN - RODEZ,AUBIN,RODEZ,6,"7,03103028030374E-05",0
AUTERIVE - TARASCON SUR ARIEGE,AUTERIVE,TARASCON SUR ARIEGE,6,"7,03103028030374E-05",0
BANYULS SUR MER - SALSES,BANYULS SUR MER,SALSES,6,"7,03103028030374E-05",0
BOUSSENS - CARBONNE,BOUSSENS,CARBONNE,6,"7,03103028030374E-05",0
BOUSSENS - PAU,BOUSSENS,PAU,6,"7,03103028030374E-05",0
BRAM - COLLIOURE,BRAM,COLLIOURE,6,"7,03103028030374E-05",0
CASTELNAU D'ESTRETEFONDS - MOISSAC,CASTELNAU D'ESTRETEFONDS,MOISSAC,6,"7,03103028030374E-05",0
CASTELNAUDARY - NIMES,CASTELNAUDARY,NIMES,6,"7,03103028030374E-05",0
CAUSSADE - GRISOLLES,CAUSSADE,GRISOLLES,6,"7,03103028030374E-05",0
COLLIOURE - ESCALQUENS,COLLIOURE,ESCALQUENS,6,"7,03103028030374E-05",0
COLLIOURE - PORT BOU FRONTIERE,COLLIOURE,PORT BOU FRONTIERE,6,"7,03103028030374E-05",0
COLLIOURE - SALSES,COLLIOURE,SALSES,6,"7,03103028030374E-05",0
COLLIOURE - VILLEFRANCHE DE LAURAGAIS,COLLIOURE,VILLEFRANCHE DE LAURAGAIS,6,"7,03103028030374E-05",0
FAUGA - MURET,FAUGA,MURET,6,"7,03103028030374E-05",0
FIGEAC - GRAMAT,FIGEAC,GRAMAT,6,"7,03103028030374E-05",0
FOIX - VARILHES,FOIX,VARILHES,6,"7,03103028030374E-05",0
GRAND COMBE LA PISE - LANGOGNE,GRAND COMBE LA PISE,LANGOGNE,6,"7,03103028030374E-05",0
LACOURTENSOURT - LALBENQUE FONTANES,LACOURTENSOURT,LALBENQUE FONTANES,6,"7,03103028030374E-05",0
LANNEMEZAN - MONTRêJEAU - GOURDAN-POLIGNAN,LANNEMEZAN,MONTRêJEAU,6,"7,03103028030374E-05",0
LATOUR DE CAROL ENVEITG - TARASCON SUR ARIEGE,LATOUR DE CAROL ENVEITG,TARASCON SUR ARIEGE,6,"7,03103028030374E-05",0
LêZIGNAN (AUDE) - PORT BOU FRONTIERE,LêZIGNAN (AUDE),PORT BOU FRONTIERE,6,"7,03103028030374E-05",0
LISLE SUR TARN - RODEZ,LISLE SUR TARN,RODEZ,6,"7,03103028030374E-05",0
LUNEL - TARASCON,LUNEL,TARASCON,6,"7,03103028030374E-05",0
MERENS LES VALS - TARASCON SUR ARIEGE,MERENS LES VALS,TARASCON SUR ARIEGE,6,"7,03103028030374E-05",0
MONTBARTIER - SAINT-JORY,MONTBARTIER,SAINT-JORY,6,"7,03103028030374E-05",0
MURET - TOURNAY,MURET,TOURNAY,6,"7,03103028030374E-05",0
PAMIERS - VENERQUE - LE VERNET,PAMIERS,VENERQUE,6,"7,03103028030374E-05",0
PERPIGNAN - TARASCON,PERPIGNAN,TARASCON,6,"7,03103028030374E-05",0
RABASTENS - COUFOULEUX - RODEZ,RABASTENS,COUFOULEUX,6,"7,03103028030374E-05",0
RABASTENS - COUFOULEUX - SAINT-SULPICE,RABASTENS,COUFOULEUX,6,"7,03103028030374E-05",0
AGDE - MARSEILLAN PLAGE,AGDE,MARSEILLAN PLAGE,5,"5,85919190025312E-05",0
ALBI - GRAGNAGUE,ALBI,GRAGNAGUE,5,"5,85919190025312E-05",0
ALBI - MARSSAC SUR TARN,ALBI,MARSSAC SUR TARN,5,"5,85919190025312E-05",0
ALBIAS - CAUSSADE,ALBIAS,CAUSSADE,5,"5,85919190025312E-05",0
ARGELES SUR MER - LABEGE INNOPOLE,ARGELES SUR MER,LABEGE INNOPOLE,5,"5,85919190025312E-05",0
AUBIN - FIGEAC,AUBIN,FIGEAC,5,"5,85919190025312E-05",0
BAILLARGUES - PORT LA NOUVELLE,BAILLARGUES,PORT LA NOUVELLE,5,"5,85919190025312E-05",0
BANYULS SUR MER - CERBERE,BANYULS SUR MER,CERBERE,5,"5,85919190025312E-05",0
BANYULS SUR MER - RIVESALTES,BANYULS SUR MER,RIVESALTES,5,"5,85919190025312E-05",0
BEAUCAIRE - LUNEL,BEAUCAIRE,LUNEL,5,"5,85919190025312E-05",0
BEZIERS - PORT LA NOUVELLE,BEZIERS,PORT LA NOUVELLE,5,"5,85919190025312E-05",0
BOUSSENS - FAUGA,BOUSSENS,FAUGA,5,"5,85919190025312E-05",0
BRIVE LA GAILLARDE - LES QUATRE ROUTES,BRIVE LA GAILLARDE,LES QUATRE ROUTES,5,"5,85919190025312E-05",0
CAHORS - CASTELNAU D'ESTRETEFONDS,CAHORS,CASTELNAU D'ESTRETEFONDS,5,"5,85919190025312E-05",0
CAHORS - GRISOLLES,CAHORS,GRISOLLES,5,"5,85919190025312E-05",0
CAPDENAC - VIVIEZ DECAZEVILLE,CAPDENAC,VIVIEZ DECAZEVILLE,5,"5,85919190025312E-05",0
CARBONNE - LANNEMEZAN,CARBONNE,LANNEMEZAN,5,"5,85919190025312E-05",0
CARBONNE - MONTRêJEAU - GOURDAN-POLIGNAN,CARBONNE,MONTRêJEAU,5,"5,85919190025312E-05",0
CARMAUX - GRAGNAGUE,CARMAUX,GRAGNAGUE,5,"5,85919190025312E-05",0
CASTELNAUDARY - MONTAUDRAN,CASTELNAUDARY,MONTAUDRAN,5,"5,85919190025312E-05",0
CASTELNAUDARY - MONTPELLIER SAINT-ROCH,CASTELNAUDARY,MONTPELLIER SAINT-ROCH,5,"5,85919190025312E-05",0
CASTELNAUDARY - PORT BOU FRONTIERE,CASTELNAUDARY,PORT BOU FRONTIERE,5,"5,85919190025312E-05",0
CASTELSARRASIN - MOISSAC,CASTELSARRASIN,MOISSAC,5,"5,85919190025312E-05",0
CASTRES - DAMIATTE ST PAUL,CASTRES,DAMIATTE ST PAUL,5,"5,85919190025312E-05",0
CERBERE - PORT VENDRES VILLE,CERBERE,PORT VENDRES VILLE,5,"5,85919190025312E-05",0
CINTEGABELLE - FOIX,CINTEGABELLE,FOIX,5,"5,85919190025312E-05",0
COLLIOURE - LUNEL,COLLIOURE,LUNEL,5,"5,85919190025312E-05",0
COLLIOURE - NIMES,COLLIOURE,NIMES,5,"5,85919190025312E-05",0
COLLIOURE - VERG‘ZE - CODOGNAN,COLLIOURE,VERG‘ZE,5,"5,85919190025312E-05",0
COLOMIERS LYCEE INTERNATIONAL - GIMONT CAHUZAC,COLOMIERS LYCEE INTERNATIONAL,GIMONT CAHUZAC,5,"5,85919190025312E-05",0
COURSAN - SETE,COURSAN,SETE,5,"5,85919190025312E-05",0
ELNE - LABEGE INNOPOLE,ELNE,LABEGE INNOPOLE,5,"5,85919190025312E-05",0
ERR - VILLEFRANCHE VERNET LES BAINS,ERR,VILLEFRANCHE VERNET LES BAINS,5,"5,85919190025312E-05",0
FIGEAC - SAINT-DENIS-PRES-MARTEL,FIGEAC,SAINT-DENIS-PRES-MARTEL,5,"5,85919190025312E-05",0
FIGEAC - VIVIEZ DECAZEVILLE,FIGEAC,VIVIEZ DECAZEVILLE,5,"5,85919190025312E-05",0
FOIX - LES CABANNES,FOIX,LES CABANNES,5,"5,85919190025312E-05",0
GAILLAC - LAGUEPIE,GAILLAC,LAGUEPIE,5,"5,85919190025312E-05",0
GAILLAC - LEXOS,GAILLAC,LEXOS,5,"5,85919190025312E-05",0
GIMONT CAHUZAC - L'ISLE JOURDAIN,GIMONT CAHUZAC,L'ISLE JOURDAIN,5,"5,85919190025312E-05",0
GOURDON - SOUILLAC,GOURDON,SOUILLAC,5,"5,85919190025312E-05",0
GRAMAT - RODEZ,GRAMAT,RODEZ,5,"5,85919190025312E-05",0
LA BASTIDE ST LAURENT L BAINS - VILLEFORT,LA BASTIDE ST LAURENT L BAINS,VILLEFORT,5,"5,85919190025312E-05",0
LAMAGISTERE - MOISSAC,LAMAGISTERE,MOISSAC,5,"5,85919190025312E-05",0
LAVILLEDIEU - MOISSAC,LAVILLEDIEU,MOISSAC,5,"5,85919190025312E-05",0
LES CABANNES - TARASCON SUR ARIEGE,LES CABANNES,TARASCON SUR ARIEGE,5,"5,85919190025312E-05",0
LEUCATE LA FRANQUI - NIMES,LEUCATE LA FRANQUI,NIMES,5,"5,85919190025312E-05",0
LêZIGNAN (AUDE) - VILLEFRANCHE DE LAURAGAIS,LêZIGNAN (AUDE),VILLEFRANCHE DE LAURAGAIS,5,"5,85919190025312E-05",0
MARTRES TOLOSANE - MURET,MARTRES TOLOSANE,MURET,5,"5,85919190025312E-05",0
MERENS LES VALS - SAINT-AGNE,MERENS LES VALS,SAINT-AGNE,5,"5,85919190025312E-05",0
MONTRABE - SAINT-SULPICE,MONTRABE,SAINT-SULPICE,5,"5,85919190025312E-05",0
PORT LA NOUVELLE - VILLEFRANCHE DE LAURAGAIS,PORT LA NOUVELLE,VILLEFRANCHE DE LAURAGAIS,5,"5,85919190025312E-05",0
ROCAMADOUR PADIRAC - RODEZ,ROCAMADOUR PADIRAC,RODEZ,5,"5,85919190025312E-05",0
SAINT-SULPICE - VILLEFRANCHE DE ROUERGUE,SAINT-SULPICE,VILLEFRANCHE DE ROUERGUE,5,"5,85919190025312E-05",0
SAVERDUN - VARILHES,SAVERDUN,VARILHES,5,"5,85919190025312E-05",0
THUES LES BAINS - VILLEFRANCHE VERNET LES BAINS,THUES LES BAINS,VILLEFRANCHE VERNET LES BAINS,5,"5,85919190025312E-05",0
AGDE - PORT LA NOUVELLE,AGDE,PORT LA NOUVELLE,4,"4,68735352020249E-05",0
ARGELES SUR MER - LEUCATE LA FRANQUI,ARGELES SUR MER,LEUCATE LA FRANQUI,4,"4,68735352020249E-05",0
ASSIER - SAINT-DENIS-PRES-MARTEL,ASSIER,SAINT-DENIS-PRES-MARTEL,4,"4,68735352020249E-05",0
AUTERIVE - VENERQUE - LE VERNET,AUTERIVE,VENERQUE,4,"4,68735352020249E-05",0
AVIGNON CENTRE - LEUCATE LA FRANQUI,AVIGNON CENTRE,LEUCATE LA FRANQUI,4,"4,68735352020249E-05",0
AVIGNON CENTRE - PORT BOU FRONTIERE,AVIGNON CENTRE,PORT BOU FRONTIERE,4,"4,68735352020249E-05",0
AVIGNON CENTRE - PORT VENDRES VILLE,AVIGNON CENTRE,PORT VENDRES VILLE,4,"4,68735352020249E-05",0
AX LES THERMES - MERENS LES VALS,AX LES THERMES,MERENS LES VALS,4,"4,68735352020249E-05",0
BAGNOLS CHADENET - NIMES,BAGNOLS CHADENET,NIMES,4,"4,68735352020249E-05",0
BAILLARGUES - SALSES,BAILLARGUES,SALSES,4,"4,68735352020249E-05",0
BANYULS SUR MER - BAZIEGE,BANYULS SUR MER,BAZIEGE,4,"4,68735352020249E-05",0
BANYULS SUR MER - BEZIERS,BANYULS SUR MER,BEZIERS,4,"4,68735352020249E-05",0
BANYULS SUR MER - LêZIGNAN (AUDE),BANYULS SUR MER,LêZIGNAN (AUDE),4,"4,68735352020249E-05",0
BAZIEGE - LêZIGNAN (AUDE),BAZIEGE,LêZIGNAN (AUDE),4,"4,68735352020249E-05",0
BAZIEGE - VILLEFRANCHE DE LAURAGAIS,BAZIEGE,VILLEFRANCHE DE LAURAGAIS,4,"4,68735352020249E-05",0
BEAUCAIRE - PERPIGNAN,BEAUCAIRE,PERPIGNAN,4,"4,68735352020249E-05",0
BEZIERS - ELNE,BEZIERS,ELNE,4,"4,68735352020249E-05",0
BEZIERS - SALSES,BEZIERS,SALSES,4,"4,68735352020249E-05",0
BOUSSENS - LOURDES,BOUSSENS,LOURDES,4,"4,68735352020249E-05",0
BRAM - LêZIGNAN (AUDE),BRAM,LêZIGNAN (AUDE),4,"4,68735352020249E-05",0
BRAM - PORT LA NOUVELLE,BRAM,PORT LA NOUVELLE,4,"4,68735352020249E-05",0
BRAX - LêGUEVIN - COLOMIERS,BRAX,LêGUEVIN,4,"4,68735352020249E-05",0
BRAX - LêGUEVIN - GIMONT CAHUZAC,BRAX,LêGUEVIN,4,"4,68735352020249E-05",0
BRIVE LA GAILLARDE - CASTELNAU D'ESTRETEFONDS,BRIVE LA GAILLARDE,CASTELNAU D'ESTRETEFONDS,4,"4,68735352020249E-05",0
BRIVE LA GAILLARDE - CAUSSADE,BRIVE LA GAILLARDE,CAUSSADE,4,"4,68735352020249E-05",0
BRIVE LA GAILLARDE - CRANSAC,BRIVE LA GAILLARDE,CRANSAC,4,"4,68735352020249E-05",0
