Parcours,DÇpart,ArrivÇe,Nombre de voyages,Poids de voyages,Nombre d'abonnements
FRONTIGNAN - TOULOUSE MATABIAU,FRONTIGNAN,TOULOUSE MATABIAU,42,"0,000492172119621262",0
SALSES - TOULOUSE MATABIAU,SALSES,TOULOUSE MATABIAU,42,"0,000492172119621262",0
AUCH - L'ISLE JOURDAIN,AUCH,L'ISLE JOURDAIN,41,"0,000480453735820756",0
BRAM - NARBONNE,BRAM,NARBONNE,41,"0,000480453735820756",0
SAINT-AGNE - TARASCON SUR ARIEGE,SAINT-AGNE,TARASCON SUR ARIEGE,41,"0,000480453735820756",0
AGDE - TOULOUSE MATABIAU,AGDE,TOULOUSE MATABIAU,40,"0,000468735352020249",0
AVIGNON CENTRE - FRONTIGNAN,AVIGNON CENTRE,FRONTIGNAN,40,"0,000468735352020249",0
LAMAGISTERE - TOULOUSE MATABIAU,LAMAGISTERE,TOULOUSE MATABIAU,40,"0,000468735352020249",0
LES CABANNES - TOULOUSE MATABIAU,LES CABANNES,TOULOUSE MATABIAU,40,"0,000468735352020249",0
LEUCATE LA FRANQUI - PERPIGNAN,LEUCATE LA FRANQUI,PERPIGNAN,40,"0,000468735352020249",0
NIMES - VILLEFORT,NIMES,VILLEFORT,40,"0,000468735352020249",0
BAILLARGUES - PERPIGNAN,BAILLARGUES,PERPIGNAN,39,"0,000457016968219743",0
FIGEAC - RODEZ,FIGEAC,RODEZ,39,"0,000457016968219743",0
LOURDES - PAU,LOURDES,PAU,39,"0,000457016968219743",0
MARSSAC SUR TARN - TOULOUSE MATABIAU,MARSSAC SUR TARN,TOULOUSE MATABIAU,39,"0,000457016968219743",0
MONTAUBAN - SAINT-JORY,MONTAUBAN,SAINT-JORY,39,"0,000457016968219743",0
PORTE PUYMORENS - TOULOUSE MATABIAU,PORTE PUYMORENS,TOULOUSE MATABIAU,39,"0,000457016968219743",0
SETE - TOULOUSE MATABIAU,SETE,TOULOUSE MATABIAU,39,"0,000457016968219743",0
BOUSSENS - TARBES,BOUSSENS,TARBES,38,"0,000445298584419237",0
MONTPELLIER SAINT-ROCH - SALSES,MONTPELLIER SAINT-ROCH,SALSES,37,"0,000433580200618731",0
AX LES THERMES - SAINT-AGNE,AX LES THERMES,SAINT-AGNE,36,"0,000421861816818224",0
CARCASSONNE - LEUCATE LA FRANQUI,CARCASSONNE,LEUCATE LA FRANQUI,36,"0,000421861816818224",0
FRONTIGNAN - SETE,FRONTIGNAN,SETE,36,"0,000421861816818224",0
GAILLAC - RABASTENS - COUFOULEUX,GAILLAC,RABASTENS,36,"0,000421861816818224",0
SAINT JEAN DE VERGES - TOULOUSE MATABIAU,SAINT JEAN DE VERGES,TOULOUSE MATABIAU,36,"0,000421861816818224",0
AUCH - GIMONT CAHUZAC,AUCH,GIMONT CAHUZAC,35,"0,000410143433017718",0
CASTRES - SAINT-SULPICE,CASTRES,SAINT-SULPICE,35,"0,000410143433017718",0
AUTERIVE - PORTET SAINT-SIMON,AUTERIVE,PORTET SAINT-SIMON,34,"0,000398425049217212",0
BAILLARGUES - NARBONNE,BAILLARGUES,NARBONNE,34,"0,000398425049217212",0
ELNE - NARBONNE,ELNE,NARBONNE,34,"0,000398425049217212",0
FRONTIGNAN - LUNEL,FRONTIGNAN,LUNEL,34,"0,000398425049217212",0
ALBI MADELEINE - RODEZ,ALBI MADELEINE,RODEZ,32,"0,0003749882816162",0
AUCH - COLOMIERS LYCEE INTERNATIONAL,AUCH,COLOMIERS LYCEE INTERNATIONAL,32,"0,0003749882816162",0
BEZIERS - NIMES PONT DU GARD,BEZIERS,NIMES PONT DU GARD,32,"0,0003749882816162",0
FOIX - TARASCON SUR ARIEGE,FOIX,TARASCON SUR ARIEGE,32,"0,0003749882816162",0
NIMES - RIVESALTES,NIMES,RIVESALTES,32,"0,0003749882816162",0
PERPIGNAN - RIVESALTES,PERPIGNAN,RIVESALTES,32,"0,0003749882816162",0
SAINT-AGNE - VENERQUE - LE VERNET,SAINT-AGNE,VENERQUE,32,"0,0003749882816162",0
BEZIERS - COLLIOURE,BEZIERS,COLLIOURE,31,"0,000363269897815693",0
GAILLAC - SAINT-SULPICE,GAILLAC,SAINT-SULPICE,31,"0,000363269897815693",0
LOURDES - TARBES,LOURDES,TARBES,31,"0,000363269897815693",0
LUZENAC GARANOU - TOULOUSE MATABIAU,LUZENAC GARANOU,TOULOUSE MATABIAU,31,"0,000363269897815693",0
PAMIERS - SAVERDUN,PAMIERS,SAVERDUN,31,"0,000363269897815693",0
ALBI - LISLE SUR TARN,ALBI,LISLE SUR TARN,30,"0,000351551514015187",0
BOUSSENS - MURET,BOUSSENS,MURET,30,"0,000351551514015187",0
LAVILLEDIEU - MONTAUBAN,LAVILLEDIEU,MONTAUBAN,30,"0,000351551514015187",0
NIMES - PONT SAINT ESPRIT,NIMES,PONT SAINT ESPRIT,30,"0,000351551514015187",0
AUCH - COLOMIERS,AUCH,COLOMIERS,29,"0,000339833130214681",0
BAGNOLS SUR CEZE - NIMES,BAGNOLS SUR CEZE,NIMES,29,"0,000339833130214681",0
CAPDENAC - RODEZ,CAPDENAC,RODEZ,29,"0,000339833130214681",0
CERBERE - NARBONNE,CERBERE,NARBONNE,29,"0,000339833130214681",0
COLOMIERS - SAINT-AGNE,COLOMIERS,SAINT-AGNE,29,"0,000339833130214681",0
COLOMIERS LYCEE INTERNATIONAL - TOULOUSE MATABIAU,COLOMIERS LYCEE INTERNATIONAL,TOULOUSE MATABIAU,29,"0,000339833130214681",0
LANNEMEZAN - SAINT-AGNE,LANNEMEZAN,SAINT-AGNE,29,"0,000339833130214681",0
PERPIGNAN - PORT LA NOUVELLE,PERPIGNAN,PORT LA NOUVELLE,29,"0,000339833130214681",0
ALES - GENOLHAC,ALES,GENOLHAC,28,"0,000328114746414175",0
ALES - LA BASTIDE ST LAURENT L BAINS,ALES,LA BASTIDE ST LAURENT L BAINS,28,"0,000328114746414175",0
ARGELES SUR MER - CARCASSONNE,ARGELES SUR MER,CARCASSONNE,28,"0,000328114746414175",0
BEZIERS - PORT BOU FRONTIERE,BEZIERS,PORT BOU FRONTIERE,28,"0,000328114746414175",0
CAZ‘RES - TARBES,CAZ‘RES,TARBES,28,"0,000328114746414175",0
NARBONNE - TARASCON,NARBONNE,TARASCON,28,"0,000328114746414175",0
SALLES COURBATIERS - TOULOUSE MATABIAU,SALLES COURBATIERS,TOULOUSE MATABIAU,28,"0,000328114746414175",0
AGDE - VERG‘ZE - CODOGNAN,AGDE,VERG‘ZE,27,"0,000316396362613668",0
BAILLARGUES - BEZIERS,BAILLARGUES,BEZIERS,27,"0,000316396362613668",0
SAINT-AGNE - TOURNAY,SAINT-AGNE,TOURNAY,27,"0,000316396362613668",0
AGDE - LUNEL,AGDE,LUNEL,26,"0,000304677978813162",0
ALBI MADELEINE - CARMAUX,ALBI MADELEINE,CARMAUX,26,"0,000304677978813162",0
BEAUCAIRE - NIMES,BEAUCAIRE,NIMES,26,"0,000304677978813162",0
BOUSSENS - SAINT-GAUDENS,BOUSSENS,SAINT-GAUDENS,26,"0,000304677978813162",0
CARCASSONNE - LêZIGNAN (AUDE),CARCASSONNE,LêZIGNAN (AUDE),26,"0,000304677978813162",0
CARMAUX - RODEZ,CARMAUX,RODEZ,26,"0,000304677978813162",0
FAUGA - SAINT-AGNE,FAUGA,SAINT-AGNE,26,"0,000304677978813162",0
LABEGE INNOPOLE - TOULOUSE MATABIAU,LABEGE INNOPOLE,TOULOUSE MATABIAU,26,"0,000304677978813162",0
LEUCATE LA FRANQUI - SETE,LEUCATE LA FRANQUI,SETE,26,"0,000304677978813162",0
MONTPELLIER SAINT-ROCH - VILLENEUVE LES MAGUELONNE,MONTPELLIER SAINT-ROCH,VILLENEUVE LES MAGUELONNE,26,"0,000304677978813162",0
PAMIERS - PORTET SAINT-SIMON,PAMIERS,PORTET SAINT-SIMON,26,"0,000304677978813162",0
PAU - SAINT-AGNE,PAU,SAINT-AGNE,26,"0,000304677978813162",0
PORTET SAINT-SIMON - SAINT-AGNE,PORTET SAINT-SIMON,SAINT-AGNE,26,"0,000304677978813162",0
ALBI - RABASTENS - COUFOULEUX,ALBI,RABASTENS,25,"0,000292959595012656",0
LêZIGNAN (AUDE) - PERPIGNAN,LêZIGNAN (AUDE),PERPIGNAN,25,"0,000292959595012656",0
NARBONNE - VILLEFRANCHE DE LAURAGAIS,NARBONNE,VILLEFRANCHE DE LAURAGAIS,25,"0,000292959595012656",0
NIMES - PORT BOU FRONTIERE,NIMES,PORT BOU FRONTIERE,25,"0,000292959595012656",0
AGDE - NIMES PONT DU GARD,AGDE,NIMES PONT DU GARD,24,"0,00028124121121215",0
AUTERIVE - PINS JUSTARET,AUTERIVE,PINS JUSTARET,24,"0,00028124121121215",0
CARCASSONNE - PORT LA NOUVELLE,CARCASSONNE,PORT LA NOUVELLE,24,"0,00028124121121215",0
GOURDON - MONTAUBAN,GOURDON,MONTAUBAN,24,"0,00028124121121215",0
MONTRêJEAU - GOURDAN-POLIGNAN - MURET,MONTRêJEAU,GOURDAN-POLIGNAN,24,"0,00028124121121215",0
NARBONNE - PORT VENDRES VILLE,NARBONNE,PORT VENDRES VILLE,24,"0,00028124121121215",0
NARBONNE - VERG‘ZE - CODOGNAN,NARBONNE,VERG‘ZE,24,"0,00028124121121215",0
NIMES PONT DU GARD - VERG‘ZE - CODOGNAN,NIMES PONT DU GARD,VERG‘ZE,24,"0,00028124121121215",0
ALES - MENDE,ALES,MENDE,23,"0,000269522827411643",0
ARGELES SUR MER - NIMES,ARGELES SUR MER,NIMES,23,"0,000269522827411643",0
BEZIERS - RIVESALTES,BEZIERS,RIVESALTES,23,"0,000269522827411643",0
BOLQUERE EYNE - VILLEFRANCHE VERNET LES BAINS,BOLQUERE EYNE,VILLEFRANCHE VERNET LES BAINS,23,"0,000269522827411643",0
LALBENQUE FONTANES - MONTAUBAN,LALBENQUE FONTANES,MONTAUBAN,23,"0,000269522827411643",0
LUNEL - NIMES PONT DU GARD,LUNEL,NIMES PONT DU GARD,23,"0,000269522827411643",0
PIBRAC - SAINT-CYPRIEN AR‘NES,PIBRAC,SAINT-CYPRIEN AR‘NES,23,"0,000269522827411643",0
SAILLAGOUSE - VILLEFRANCHE VERNET LES BAINS,SAILLAGOUSE,VILLEFRANCHE VERNET LES BAINS,23,"0,000269522827411643",0
TARBES - TOURNAY,TARBES,TOURNAY,23,"0,000269522827411643",0
BARAQUEVILLE CARCENAC PEYRALES - RODEZ,BARAQUEVILLE CARCENAC PEYRALES,RODEZ,22,"0,000257804443611137",0
CAHORS - GOURDON,CAHORS,GOURDON,22,"0,000257804443611137",0
CARCASSONNE - ESCALQUENS,CARCASSONNE,ESCALQUENS,22,"0,000257804443611137",0
CASTRES - LAVAUR,CASTRES,LAVAUR,22,"0,000257804443611137",0
CERBERE - MONTPELLIER SAINT-ROCH,CERBERE,MONTPELLIER SAINT-ROCH,22,"0,000257804443611137",0
LACOURTENSOURT - MONTAUBAN,LACOURTENSOURT,MONTAUBAN,22,"0,000257804443611137",0
PIBRAC - SAINT-AGNE,PIBRAC,SAINT-AGNE,22,"0,000257804443611137",0
PORT BOU FRONTIERE - SETE,PORT BOU FRONTIERE,SETE,22,"0,000257804443611137",0
AX LES THERMES - LATOUR DE CAROL ENVEITG,AX LES THERMES,LATOUR DE CAROL ENVEITG,21,"0,000246086059810631",0
AX LES THERMES - TARASCON SUR ARIEGE,AX LES THERMES,TARASCON SUR ARIEGE,21,"0,000246086059810631",0
BANYULS SUR MER - MONTPELLIER SAINT-ROCH,BANYULS SUR MER,MONTPELLIER SAINT-ROCH,21,"0,000246086059810631",0
BRIVE LA GAILLARDE - ROCAMADOUR PADIRAC,BRIVE LA GAILLARDE,ROCAMADOUR PADIRAC,21,"0,000246086059810631",0
BRIVE LA GAILLARDE - SOUILLAC,BRIVE LA GAILLARDE,SOUILLAC,21,"0,000246086059810631",0
CARBONNE - MURET,CARBONNE,MURET,21,"0,000246086059810631",0
CASTELNAU D'ESTRETEFONDS - MONTAUBAN,CASTELNAU D'ESTRETEFONDS,MONTAUBAN,21,"0,000246086059810631",0
ELNE - PERPIGNAN,ELNE,PERPIGNAN,21,"0,000246086059810631",0
LOURDES - SAINT-AGNE,LOURDES,SAINT-AGNE,21,"0,000246086059810631",0
THUES CARANCA - VILLEFRANCHE VERNET LES BAINS,THUES CARANCA,VILLEFRANCHE VERNET LES BAINS,21,"0,000246086059810631",0
ALES - GRAND COMBE LA PISE,ALES,GRAND COMBE LA PISE,20,"0,000234367676010125",0
AUBIET - TOULOUSE MATABIAU,AUBIET,TOULOUSE MATABIAU,20,"0,000234367676010125",0
BRAX - LêGUEVIN - SAINT-AGNE,BRAX,LêGUEVIN,20,"0,000234367676010125",0
BRIVE LA GAILLARDE - CAPDENAC,BRIVE LA GAILLARDE,CAPDENAC,20,"0,000234367676010125",0
BRIVE LA GAILLARDE - SAINT-DENIS-PRES-MARTEL,BRIVE LA GAILLARDE,SAINT-DENIS-PRES-MARTEL,20,"0,000234367676010125",0
CARBONNE - TARBES,CARBONNE,TARBES,20,"0,000234367676010125",0
CAZ‘RES - MURET,CAZ‘RES,MURET,20,"0,000234367676010125",0
MONTRêJEAU - GOURDAN-POLIGNAN - SAINT-GAUDENS,MONTRêJEAU,GOURDAN-POLIGNAN,20,"0,000234367676010125",0
PAMIERS - TARASCON SUR ARIEGE,PAMIERS,TARASCON SUR ARIEGE,20,"0,000234367676010125",0
SAINT-AGNE - VARILHES,SAINT-AGNE,VARILHES,20,"0,000234367676010125",0
AGDE - BAILLARGUES,AGDE,BAILLARGUES,19,"0,000222649292209619",0
ALES - VILLEFORT,ALES,VILLEFORT,19,"0,000222649292209619",0
ARGELES SUR MER - CASTELNAUDARY,ARGELES SUR MER,CASTELNAUDARY,19,"0,000222649292209619",0
AVIGNON CENTRE - VERG‘ZE - CODOGNAN,AVIGNON CENTRE,VERG‘ZE,19,"0,000222649292209619",0
BAILLARGUES - LUNEL,BAILLARGUES,LUNEL,19,"0,000222649292209619",0
BRIVE LA GAILLARDE - GOURDON,BRIVE LA GAILLARDE,GOURDON,19,"0,000222649292209619",0
CARMAUX - GAILLAC,CARMAUX,GAILLAC,19,"0,000222649292209619",0
CINTEGABELLE - SAINT-AGNE,CINTEGABELLE,SAINT-AGNE,19,"0,000222649292209619",0
COLOMIERS LYCEE INTERNATIONAL - SAINT-CYPRIEN AR‘NES,COLOMIERS LYCEE INTERNATIONAL,SAINT-CYPRIEN AR‘NES,19,"0,000222649292209619",0
GRISOLLES - MONTAUBAN,GRISOLLES,MONTAUBAN,19,"0,000222649292209619",0
LABEGE INNOPOLE - NARBONNE,LABEGE INNOPOLE,NARBONNE,19,"0,000222649292209619",0
LOURDES - MURET,LOURDES,MURET,19,"0,000222649292209619",0
MONTPELLIER SAINT-ROCH - PORT VENDRES VILLE,MONTPELLIER SAINT-ROCH,PORT VENDRES VILLE,19,"0,000222649292209619",0
PORTET SAINT-SIMON - TARASCON SUR ARIEGE,PORTET SAINT-SIMON,TARASCON SUR ARIEGE,19,"0,000222649292209619",0
ARGELES SUR MER - COLLIOURE,ARGELES SUR MER,COLLIOURE,18,"0,000210930908409112",0
CASTELSARRASIN - VALENCE D'AGEN,CASTELSARRASIN,VALENCE D'AGEN,18,"0,000210930908409112",0
CASTRES - MAZAMET,CASTRES,MAZAMET,18,"0,000210930908409112",0
GAILLAC - RODEZ,GAILLAC,RODEZ,18,"0,000210930908409112",0
LATOUR DE CAROL ENVEITG - MONT LOUIS LA CABANASSE,LATOUR DE CAROL ENVEITG,MONT LOUIS LA CABANASSE,18,"0,000210930908409112",0
LAVAUR - SAINT-SULPICE,LAVAUR,SAINT-SULPICE,18,"0,000210930908409112",0
LUNEL - RIVESALTES,LUNEL,RIVESALTES,18,"0,000210930908409112",0
NARBONNE - NIMES PONT DU GARD,NARBONNE,NIMES PONT DU GARD,18,"0,000210930908409112",0
PAU - SAINT-GAUDENS,PAU,SAINT-GAUDENS,18,"0,000210930908409112",0
ALBI MADELEINE - GAILLAC,ALBI MADELEINE,GAILLAC,17,"0,000199212524608606",0
ARGELES SUR MER - BANYULS SUR MER,ARGELES SUR MER,BANYULS SUR MER,17,"0,000199212524608606",0
ARGELES SUR MER - BEZIERS,ARGELES SUR MER,BEZIERS,17,"0,000199212524608606",0
ASSIER - BRIVE LA GAILLARDE,ASSIER,BRIVE LA GAILLARDE,17,"0,000199212524608606",0
AUTERIVE - FOIX,AUTERIVE,FOIX,17,"0,000199212524608606",0
AUTERIVE - PAMIERS,AUTERIVE,PAMIERS,17,"0,000199212524608606",0
BRAM - LABEGE INNOPOLE,BRAM,LABEGE INNOPOLE,17,"0,000199212524608606",0
BRIVE LA GAILLARDE - GRAMAT,BRIVE LA GAILLARDE,GRAMAT,17,"0,000199212524608606",0
CASTELNAUDARY - LABEGE INNOPOLE,CASTELNAUDARY,LABEGE INNOPOLE,17,"0,000199212524608606",0
GIMONT CAHUZAC - SAINT-CYPRIEN AR‘NES,GIMONT CAHUZAC,SAINT-CYPRIEN AR‘NES,17,"0,000199212524608606",0
LANNEMEZAN - MURET,LANNEMEZAN,MURET,17,"0,000199212524608606",0
LONGAGES - NOê - MURET,LONGAGES,NOê,17,"0,000199212524608606",0
LOURDES - SAINT-GAUDENS,LOURDES,SAINT-GAUDENS,17,"0,000199212524608606",0
PERPIGNAN - PORT VENDRES VILLE,PERPIGNAN,PORT VENDRES VILLE,17,"0,000199212524608606",0
BAILLARGUES - VERG‘ZE - CODOGNAN,BAILLARGUES,VERG‘ZE,16,"0,0001874941408081",0
BANYULS SUR MER - COLLIOURE,BANYULS SUR MER,COLLIOURE,16,"0,0001874941408081",0
CAHORS - CAUSSADE,CAHORS,CAUSSADE,16,"0,0001874941408081",0
CAHORS - SAINT-JORY,CAHORS,SAINT-JORY,16,"0,0001874941408081",0
CHAMBORIGAUD - NIMES,CHAMBORIGAUD,NIMES,16,"0,0001874941408081",0
FOIX - PINS JUSTARET,FOIX,PINS JUSTARET,16,"0,0001874941408081",0
GAILLAC - VILLEFRANCHE DE ROUERGUE,GAILLAC,VILLEFRANCHE DE ROUERGUE,16,"0,0001874941408081",0
LABEGE INNOPOLE - PERPIGNAN,LABEGE INNOPOLE,PERPIGNAN,16,"0,0001874941408081",0
MAZAMET - SAINT-SULPICE,MAZAMET,SAINT-SULPICE,16,"0,0001874941408081",0
MONTRABE - TOULOUSE MATABIAU,MONTRABE,TOULOUSE MATABIAU,16,"0,0001874941408081",0
NAUCELLE - RODEZ,NAUCELLE,RODEZ,16,"0,0001874941408081",0
NIMES PONT DU GARD - PERPIGNAN,NIMES PONT DU GARD,PERPIGNAN,16,"0,0001874941408081",0
PERPIGNAN - SALSES,PERPIGNAN,SALSES,16,"0,0001874941408081",0
AUCH - PIBRAC,AUCH,PIBRAC,15,"0,000175775757007594",0
AUTERIVE - CINTEGABELLE,AUTERIVE,CINTEGABELLE,15,"0,000175775757007594",0
AVIGNONET - TOULOUSE MATABIAU,AVIGNONET,TOULOUSE MATABIAU,15,"0,000175775757007594",0
BAILLARGUES - NIMES PONT DU GARD,BAILLARGUES,NIMES PONT DU GARD,15,"0,000175775757007594",0
BEAUCAIRE - SETE,BEAUCAIRE,SETE,15,"0,000175775757007594",0
BEZIERS - TARASCON,BEZIERS,TARASCON,15,"0,000175775757007594",0
BRIVE LA GAILLARDE - VIVIEZ DECAZEVILLE,BRIVE LA GAILLARDE,VIVIEZ DECAZEVILLE,15,"0,000175775757007594",0
CAPVERN - TOULOUSE MATABIAU,CAPVERN,TOULOUSE MATABIAU,15,"0,000175775757007594",0
CARCASSONNE - ELNE,CARCASSONNE,ELNE,15,"0,000175775757007594",0
CASTELNAUDARY - COLLIOURE,CASTELNAUDARY,COLLIOURE,15,"0,000175775757007594",0
CASTRES - MONTRABE,CASTRES,MONTRABE,15,"0,000175775757007594",0
COLLIOURE - ELNE,COLLIOURE,ELNE,15,"0,000175775757007594",0
COLLIOURE - PORT VENDRES VILLE,COLLIOURE,PORT VENDRES VILLE,15,"0,000175775757007594",0
GIMONT CAHUZAC - SAINT-AGNE,GIMONT CAHUZAC,SAINT-AGNE,15,"0,000175775757007594",0
LABEGE INNOPOLE - VILLEFRANCHE DE LAURAGAIS,LABEGE INNOPOLE,VILLEFRANCHE DE LAURAGAIS,15,"0,000175775757007594",0
MONTAUBAN - SOUILLAC,MONTAUBAN,SOUILLAC,15,"0,000175775757007594",0
NIMES PONT DU GARD - SETE,NIMES PONT DU GARD,SETE,15,"0,000175775757007594",0
NIMES PONT DU GARD - TARASCON,NIMES PONT DU GARD,TARASCON,15,"0,000175775757007594",0
PAMIERS - VARILHES,PAMIERS,VARILHES,15,"0,000175775757007594",0
AGDE - PORT BOU FRONTIERE,AGDE,PORT BOU FRONTIERE,14,"0,000164057373207087",0
AVIGNON CENTRE - COLLIOURE,AVIGNON CENTRE,COLLIOURE,14,"0,000164057373207087",0
BAILLARGUES - FRONTIGNAN,BAILLARGUES,FRONTIGNAN,14,"0,000164057373207087",0
BANYULS SUR MER - NIMES,BANYULS SUR MER,NIMES,14,"0,000164057373207087",0
CAHORS - LACOURTENSOURT,CAHORS,LACOURTENSOURT,14,"0,000164057373207087",0
CARCASSONNE - VILLEFRANCHE DE LAURAGAIS,CARCASSONNE,VILLEFRANCHE DE LAURAGAIS,14,"0,000164057373207087",0
CERBERE - SETE,CERBERE,SETE,14,"0,000164057373207087",0
COLLIOURE - LEUCATE LA FRANQUI,COLLIOURE,LEUCATE LA FRANQUI,14,"0,000164057373207087",0
COLLIOURE - RIVESALTES,COLLIOURE,RIVESALTES,14,"0,000164057373207087",0
ESCALQUENS - PERPIGNAN,ESCALQUENS,PERPIGNAN,14,"0,000164057373207087",0
ESCALQUENS - TOULOUSE MATABIAU,ESCALQUENS,TOULOUSE MATABIAU,14,"0,000164057373207087",0
FOIX - LATOUR DE CAROL ENVEITG,FOIX,LATOUR DE CAROL ENVEITG,14,"0,000164057373207087",0
FONTPEDROUSE ST THOMAS L BAINS - VILLEFRANCHE VERNET LES BAINS,FONTPEDROUSE ST THOMAS L BAINS,VILLEFRANCHE VERNET LES BAINS,14,"0,000164057373207087",0
LUNEL - TOULOUSE MATABIAU,LUNEL,TOULOUSE MATABIAU,14,"0,000164057373207087",0
LUNEL - VERG‘ZE - CODOGNAN,LUNEL,VERG‘ZE,14,"0,000164057373207087",0
MONTAUBAN - MONTBARTIER,MONTAUBAN,MONTBARTIER,14,"0,000164057373207087",0
MONTPELLIER SAINT-ROCH - SAINT-CêSAIRE,MONTPELLIER SAINT-ROCH,SAINT-CêSAIRE,14,"0,000164057373207087",0
MONTPELLIER SAINT-ROCH - VALERGUES - LANSARGUES,MONTPELLIER SAINT-ROCH,VALERGUES,14,"0,000164057373207087",0
ARGELES SUR MER - AVIGNON CENTRE,ARGELES SUR MER,AVIGNON CENTRE,13,"0,000152338989406581",0
BOUSSENS - PORTET SAINT-SIMON,BOUSSENS,PORTET SAINT-SIMON,13,"0,000152338989406581",0
BRAM - CASTELNAUDARY,BRAM,CASTELNAUDARY,13,"0,000152338989406581",0
CAZ‘RES - MONTRêJEAU - GOURDAN-POLIGNAN,CAZ‘RES,MONTRêJEAU,13,"0,000152338989406581",0
DIEUPENTALE - MONTAUBAN,DIEUPENTALE,MONTAUBAN,13,"0,000152338989406581",0
ELNE - SETE,ELNE,SETE,13,"0,000152338989406581",0
FONT ROMEU ODEILLO VIA - LATOUR DE CAROL ENVEITG,FONT ROMEU ODEILLO VIA,LATOUR DE CAROL ENVEITG,13,"0,000152338989406581",0
MONTPELLIER SAINT-ROCH - SAINT-AUN‘S,MONTPELLIER SAINT-ROCH,SAINT-AUN‘S,13,"0,000152338989406581",0
NARBONNE - SALSES,NARBONNE,SALSES,13,"0,000152338989406581",0
OSSEJA - VILLEFRANCHE VERNET LES BAINS,OSSEJA,VILLEFRANCHE VERNET LES BAINS,13,"0,000152338989406581",0
AGEN - LAMAGISTERE,AGEN,LAMAGISTERE,12,"0,000140620605606075",0
ANDORRE - L'HOSPITALET - SAINT-AGNE,ANDORRE,L'HOSPITALET,12,"0,000140620605606075",0
AUTERIVE - AX LES THERMES,AUTERIVE,AX LES THERMES,12,"0,000140620605606075",0
AUTERIVE - SAVERDUN,AUTERIVE,SAVERDUN,12,"0,000140620605606075",0
AX LES THERMES - PAMIERS,AX LES THERMES,PAMIERS,12,"0,000140620605606075",0
CAHORS - LALBENQUE FONTANES,CAHORS,LALBENQUE FONTANES,12,"0,000140620605606075",0
CAHORS - SOUILLAC,CAHORS,SOUILLAC,12,"0,000140620605606075",0
CARCASSONNE - RIVESALTES,CARCASSONNE,RIVESALTES,12,"0,000140620605606075",0
CARMAUX - SAINT-SULPICE,CARMAUX,SAINT-SULPICE,12,"0,000140620605606075",0
CERBERE - LEUCATE LA FRANQUI,CERBERE,LEUCATE LA FRANQUI,12,"0,000140620605606075",0
CINTEGABELLE - PAMIERS,CINTEGABELLE,PAMIERS,12,"0,000140620605606075",0
COLLIOURE - MONTAUDRAN,COLLIOURE,MONTAUDRAN,12,"0,000140620605606075",0
FOIX - LUZENAC GARANOU,FOIX,LUZENAC GARANOU,12,"0,000140620605606075",0
GRAGNAGUE - TOULOUSE MATABIAU,GRAGNAGUE,TOULOUSE MATABIAU,12,"0,000140620605606075",0
LAMAGISTERE - MONTAUBAN,LAMAGISTERE,MONTAUBAN,12,"0,000140620605606075",0
LANGOGNE - NIMES,LANGOGNE,NIMES,12,"0,000140620605606075",0
LAVAUR - MAZAMET,LAVAUR,MAZAMET,12,"0,000140620605606075",0
MONT LOUIS LA CABANASSE - OLETTE CANAVEILLES LES BAINS,MONT LOUIS LA CABANASSE,OLETTE CANAVEILLES LES BAINS,12,"0,000140620605606075",0
PORT BOU FRONTIERE - RIVESALTES,PORT BOU FRONTIERE,RIVESALTES,12,"0,000140620605606075",0
RODEZ - SAINT-SULPICE,RODEZ,SAINT-SULPICE,12,"0,000140620605606075",0
SETE - VILLENEUVE LES MAGUELONNE,SETE,VILLENEUVE LES MAGUELONNE,12,"0,000140620605606075",0
TOULOUSE MATABIAU - VERG‘ZE - CODOGNAN,TOULOUSE MATABIAU,VERG‘ZE,12,"0,000140620605606075",0
ALBI MADELEINE - SAINT-SULPICE,ALBI MADELEINE,SAINT-SULPICE,11,"0,000128902221805569",0
ALES - LANGOGNE,ALES,LANGOGNE,11,"0,000128902221805569",0
ARGELES SUR MER - PORT BOU FRONTIERE,ARGELES SUR MER,PORT BOU FRONTIERE,11,"0,000128902221805569",0
AVIGNON CENTRE - BEAUCAIRE,AVIGNON CENTRE,BEAUCAIRE,11,"0,000128902221805569",0
BAILLARGUES - RIVESALTES,BAILLARGUES,RIVESALTES,11,"0,000128902221805569",0
BEAUCAIRE - NARBONNE,BEAUCAIRE,NARBONNE,11,"0,000128902221805569",0
CARCASSONNE - PORT BOU FRONTIERE,CARCASSONNE,PORT BOU FRONTIERE,11,"0,000128902221805569",0
CASTELNAUDARY - PORT LA NOUVELLE,CASTELNAUDARY,PORT LA NOUVELLE,11,"0,000128902221805569",0
FOIX - SAVERDUN,FOIX,SAVERDUN,11,"0,000128902221805569",0
LACOURTENSOURT - TOULOUSE MATABIAU,LACOURTENSOURT,TOULOUSE MATABIAU,11,"0,000128902221805569",0
LANNEMEZAN - PAU,LANNEMEZAN,PAU,11,"0,000128902221805569",0
LATOUR DE CAROL ENVEITG - VARILHES,LATOUR DE CAROL ENVEITG,VARILHES,11,"0,000128902221805569",0
LêZIGNAN (AUDE) - PORT LA NOUVELLE,LêZIGNAN (AUDE),PORT LA NOUVELLE,11,"0,000128902221805569",0
